,# Time,Regen In ,Regen Out ,T2,T3,T4,T5,T6,T7,T8,T9,T10,cDAQ1Mod3/ai11,cDAQ1Mod3/ai12,cDAQ1Mod3/ai13,cDAQ1Mod3/ai14,cDAQ1Mod3/ai15,Time (s)
0,1710548218.5545716,18.55324368065026,18.40780077654765,18.697509930850018,18.43099854998201,18.42311135540604,18.119416568531143,18.215474662969076,18.204105850953137,18.224059207952685,18.07347315128115,17.9328480704403,2293.6916194561827,2293.6916194561827,2293.6916194561827,2293.6916194561827,2293.6916194561827,0.0
1,1710548219.5545716,18.55324368065026,18.40780077654765,18.697509930850018,18.43099854998201,18.42311135540604,18.119416568531143,18.215474662969076,18.204105850953137,18.224059207952685,18.07347315128115,17.9328480704403,2293.6916194561827,2293.6916194561827,2293.6916194561827,2293.6916194561827,2293.6916194561827,0.5000305102367905
2,1710548219.5546677,18.56043419656376,18.418007849991927,18.692407552708808,18.425431123693155,18.41383223912749,18.103174137507967,18.200857600057297,18.20201769062665,18.219186905837304,18.067208010227812,17.935632877048977,2293.6929638845904,2293.6929638845904,2293.6929638845904,2293.6929638845904,2293.6929638845904,1.000061020473581
3,1710548220.5546677,18.56043419656376,18.418007849991927,18.692407552708808,18.425431123693155,18.41383223912749,18.103174137507967,18.200857600057297,18.20201769062665,18.219186905837304,18.067208010227812,17.935632877048977,2293.6929638845904,2293.6929638845904,2293.6929638845904,2293.6929638845904,2293.6929638845904,1.5000915307103715
4,1710548220.554628,18.550460243961442,18.402929189341496,18.690552137256475,18.42983867155436,18.417775871977124,18.090876157711985,18.18902461509691,18.185776325234038,18.209674261527663,18.050732861343032,17.931687732549094,2293.6875861745966,2293.6875861745966,2293.6875861745966,2293.6875861745966,2293.6875861745966,2.000122040947162
5,1710548221.554628,18.550460243961442,18.402929189341496,18.690552137256475,18.42983867155436,18.417775871977124,18.090876157711985,18.18902461509691,18.185776325234038,18.209674261527663,18.050732861343032,17.931687732549094,2293.6875861745966,2293.6875861745966,2293.6875861745966,2293.6875861745966,2293.6875861745966,2.500152551183952
6,1710548221.5752077,18.57458315470734,18.422647401231007,18.690088282958488,18.435638052906278,18.423575309408537,18.09644506907748,18.215010631839228,18.19853741570644,18.223595179994103,18.088323731787412,17.935168743038744,2293.707752636992,2293.707752636992,2293.707752636992,2293.707752636992,2293.707752636992,3.000183061420743
7,1710548222.5752077,18.57458315470734,18.422647401231007,18.690088282958488,18.435638052906278,18.423575309408537,18.09644506907748,18.215010631839228,18.19853741570644,18.223595179994103,18.088323731787412,17.935168743038744,2293.707752636992,2293.707752636992,2293.707752636992,2293.707752636992,2293.707752636992,3.5002135716575333
8,1710548222.5546088,18.57017611945867,18.419863672557764,18.684985874200216,18.433550278726138,18.418239827963603,18.09551691889046,18.231483631971663,18.18902461509691,18.21709877057376,18.069064351558826,17.92402947585241,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,4.000244081894324
9,1710548223.5546088,18.57017611945867,18.419863672557764,18.684985874200216,18.433550278726138,18.418239827963603,18.09551691889046,18.231483631971663,18.18902461509691,18.21709877057376,18.069064351558826,17.92402947585241,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,4.500274592131114
10,1710548223.554605,18.585484700998354,18.42775088766664,18.692175625929487,18.4349421285679,18.422879378340085,18.09203634960705,18.206426025024463,18.198305397035806,18.23125161938552,18.083914983938172,17.9328480704403,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,5.000305102367904
11,1710548224.554605,18.585484700998354,18.42775088766664,18.692175625929487,18.4349421285679,18.422879378340085,18.09203634960705,18.206426025024463,18.198305397035806,18.23125161938552,18.083914983938172,17.9328480704403,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,5.500335612604695
12,1710548224.5810227,18.58478886047888,18.426127053338146,18.690320210129222,18.43169447652088,18.420327627767943,18.091804311313386,18.194129053641543,18.186472388053872,18.226611358660207,18.06976047885432,17.914050465963342,2293.7023749003683,2293.7023749003683,2293.7023749003683,2293.7023749003683,2293.7023749003683,6.000366122841486
13,1710548225.5810227,18.58478886047888,18.426127053338146,18.690320210129222,18.43169447652088,18.420327627767943,18.091804311313386,18.194129053641543,18.186472388053872,18.226611358660207,18.06976047885432,17.914050465963342,2293.7023749003683,2293.7023749003683,2293.7023749003683,2293.7023749003683,2293.7023749003683,6.500396633078276
14,1710548225.5567207,18.59406670198979,18.42937471988129,18.697509930850018,18.43540607816997,18.421255537670735,18.08182662431773,18.208282161197285,18.181367918428485,18.23380375547508,18.06651188152508,17.913122181985248,2293.7108896544887,2293.7108896544887,2293.7108896544887,2293.7108896544887,2293.7108896544887,7.000427143315067
15,1710548226.5567207,18.59406670198979,18.42937471988129,18.697509930850018,18.43540607816997,18.421255537670735,18.08182662431773,18.208282161197285,18.181367918428485,18.23380375547508,18.06651188152508,17.913122181985248,2293.7108896544887,2293.7108896544887,2293.7108896544887,2293.7108896544887,2293.7108896544887,7.500457653551857
16,1710548226.5546064,18.577830433827405,18.435638052906278,18.69426296537768,18.428678792048142,18.41939971717507,18.073937234566802,18.19807337832235,18.185776325234038,18.22800343867824,18.07672173069787,17.90732039174421,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,2293.6987897480035,8.000488163788647
