,# Time,Thrust,Ox Tank LC,Fuel Tank LC,cDAQ1Mod4/ai3,Time (s)
426044,1710548483.0212023,0.0,61.51805237068966,31.12115791785716,0.0,2.9215509416730723
426045,1710548483.0222034,13.801328301886793,68.32317900000001,34.31987043928572,0.0,2.9221800439430274
426046,1710548483.0232043,86.52361509433962,60.07174342105264,35.53084277857145,0.0,2.922809146212983
426047,1710548483.0242054,81.71465390835581,43.58021092105262,28.29991965714288,0.0,2.923438248482938
426048,1710548483.0252063,14.957791913746629,42.70151978070175,29.22942275000001,0.0,2.924067350752894
426049,1710548483.0262074,10.55680539083558,56.794868412280714,28.36755955357144,0.0,2.9246964530228494
426050,1710548483.0272083,36.09537681940701,67.38170837068965,23.722226021428582,0.0,2.9253255552928046
426051,1710548483.0282094,71.02700269541778,64.60784524137931,17.33009829393941,0.0,2.92595465756276
426052,1710548483.0292103,9.577023719676546,55.03105668421052,12.57216383939394,0.0,2.926583759832716
426053,1710548483.0302114,0.0,58.91229974561404,12.731378766666673,0.0,2.927212862102671
426054,1710548483.0312123,0.0,72.16909705172415,17.368976357575768,0.0,2.9278419643726266
426055,1710548483.0322134,25.966683018867926,79.91358811206896,17.513380593939395,102.5,2.928471066642582
426056,1710548483.0332143,92.40872991913747,70.38093471551723,10.976311893939394,0.0,2.9291001689125373
426057,1710548483.0342155,51.999963881401605,59.58310542105265,2.5860554939393996,102.5,2.929729271182493
426058,1710548483.0352163,0.0,54.79745342982456,1.6159552393939487,0.0,2.930358373452448
426059,1710548483.0362175,11.93813692722372,64.36773863793104,8.586236648484853,102.5,2.9309874757224037
426060,1710548483.0372183,60.111271159029656,73.78665732758623,19.21846138484849,0.0,2.9316165779923593
426061,1710548483.0382195,71.30648140161725,68.68544510344827,11.996398230303035,102.5,2.9322456802623145
426062,1710548483.0392203,50.24278167115903,55.59041860526315,5.10017027575759,0.0,2.93287478253227
426063,1710548483.0402215,0.0,49.113821956140335,0.8198806030303134,102.5,2.9335038848022257
426064,1710548483.0412223,16.833832884097035,55.23465585087718,7.612433721212125,0.0,2.934132987072181
426065,1710548483.0422235,63.91475148247977,58.07432843859648,15.582436766666667,0.0,2.9347620893421364
426066,1710548483.0432243,47.12675471698114,58.13005031578948,15.165886084848488,102.5,2.9353911916120916
426067,1710548483.0442255,30.19741239892183,49.96250900877193,5.709259939393945,0.0,2.936020293882047
426068,1710548483.0452263,0.0,48.98308985964911,0.0,0.0,2.936649396152003
426069,1710548483.0462275,0.0008625336927219251,52.352120280701754,3.0488895848484887,0.0,2.937278498421958
426070,1710548483.0472283,60.92079568733153,59.3044960350877,8.602898675757594,0.0,2.9379076006919136
426071,1710548483.0482295,54.18760754716981,59.490950008771954,15.480613266666673,0.0,2.938536702961869
426072,1710548483.0492303,14.369922911051212,54.97533480701754,7.906796203030312,0.0,2.9391658052318244
426073,1710548483.0502315,11.600835040431264,50.196112263157886,6.255404166666684,0.0,2.93979490750178
426074,1710548483.0512323,31.8935590296496,50.04180552631579,7.103316221212126,0.0,2.940424009771735
426075,1710548483.0522335,54.21009433962264,52.23639022807017,12.344449466666685,0.0,2.9410531120416907
426076,1710548483.0532343,67.36808032345013,48.98523300877192,12.81839157575758,0.0,2.9416822143116463
426077,1710548483.0542355,12.39750997304582,43.92525792982456,13.707033030303036,0.0,2.9423113165816015
426078,1710548483.0552363,25.04793692722372,36.695397699999994,8.88800447575759,0.0,2.942940418851557
426079,1710548483.0562375,49.01243288409704,37.41947037272726,12.570312503030303,0.0,2.9435695211215127
426080,1710548483.0572383,69.07065175202156,39.98926203636363,17.033884475757585,0.0,2.944198623391468
426081,1710548483.0582395,53.53870296495957,43.24373650877193,18.185415693939404,102.5,2.9448277256614235
426082,1710548483.0592403,0.948520215633424,40.073663145454525,16.693238584848487,102.5,2.945456827931379
426083,1710548483.0602415,0.0,35.889144999999985,12.035276293939408,0.0,2.9460859302013342
426084,1710548483.0612423,25.05114932614555,36.3044873,8.656587430303038,102.5,2.94671503247129
426085,1710548483.0622435,48.14187277628033,44.97325785087718,9.128678203030317,0.0,2.947344134741245
426086,1710548483.0632443,29.9404204851752,52.277110061403505,9.789605284848497,102.5,2.9479732370112006
426087,1710548483.0642455,13.669619946091643,54.5081282982456,8.080821821212128,102.5,2.9486023392811562
426088,1710548483.0652463,9.17547385444744,51.34269704385965,5.590774412121228,0.0,2.9492314415511114
426089,1710548483.0662475,32.78018113207547,51.90205896491226,3.757951412121216,102.5,2.949860543821067
426090,1710548483.0672483,54.28719191374663,57.583547289473685,6.6386307939394,0.0,2.9504896460910226
426091,1710548483.0682495,20.084780592991915,63.919118405172426,9.561890912121216,102.5,2.9511187483609778
426092,1710548483.0692503,3.9681752021563352,64.10446385344828,11.585401557575768,102.5,2.9517478506309334
426093,1710548483.0702515,25.71611590296496,58.612258868421065,9.30270382121213,102.5,2.9523769529008885
426094,1710548483.0712523,49.90869218328841,53.73016516666666,10.789326921212131,0.0,2.953006055170844
426095,1710548483.0722535,62.135082479784366,56.66842261403507,10.57457190303032,0.0,2.9536351574407997
426096,1710548483.0732543,29.16623234501348,59.79956348245615,15.01407650303031,0.0,2.954264259710755
426097,1710548483.0742555,0.0,58.968021622807015,18.2872391939394,0.0,2.9548933619807105
426098,1710548483.0752563,9.114438274932612,52.742173421052634,19.101827193939407,0.0,2.955522464250666
426099,1710548483.0762575,38.922287870619954,48.50302445614034,19.877537130303047,0.0,2.9561515665206213
426100,1710548483.0772583,36.31703234501347,52.92862739473684,19.316582212121222,0.0,2.956780668790577
426101,1710548483.0782595,22.12786630727763,57.478532982456144,20.39961398484849,0.0,2.9574097710605325
426102,1710548483.0792603,1.4175304582210244,63.14614363793103,19.67759280303032,0.0,2.9580388733304877
426103,1710548483.0802615,9.792254447439353,61.80870773275863,20.92935287857144,0.0,2.9586679756004433
426104,1710548483.0812624,38.84519029649595,61.892955663793096,17.80589173939395,0.0,2.9592970778703984
426105,1710548483.0822635,23.917172506738545,62.49111597413794,18.45385946666668,0.0,2.959926180140354
426106,1710548483.0832644,3.0012431266846367,68.16310793103449,18.68527651212121,0.0,2.9605552824103096
426107,1710548483.0842655,19.246344474393528,73.1863908189655,19.67944413939396,0.0,2.961184384680265
426108,1710548483.0852664,36.56759946091645,75.58956305172414,19.0610977939394,102.5,2.9618134869502204
426109,1710548483.0862675,67.48372668463611,74.37849904310345,16.141540348484853,0.0,2.962442589220176
426110,1710548483.0872684,53.38450781671159,74.14892343103449,16.741373330303038,0.0,2.963071691490131
426111,1710548483.0882695,8.337037735849057,78.9742236810345,18.50014287575759,102.5,2.9637007937600868
426112,1710548483.0892704,11.65865822102426,81.33948434482761,22.44797765000001,0.0,2.964329896030042
426113,1710548483.0902715,25.349902425876014,80.05470339655174,21.263188496428576,102.5,2.9649589982999975
426114,1710548483.0912724,41.34443665768194,74.92400439655172,21.669027875000015,0.0,2.965588100569953
426115,1710548483.0922735,35.64885336927224,72.17752184482761,23.85096001785715,102.5,2.9662172028399083
426116,1710548483.0932744,15.799440431266843,72.43447803448275,30.28547790714288,0.0,2.966846305109864
426117,1710548483.0942755,17.50843665768194,73.83088749137931,32.982346035714286,102.5,2.9674754073798195
426118,1710548483.0952764,32.815517520215636,71.70783962931034,31.35680658928573,0.0,2.9681045096497747
426119,1710548483.0962775,30.69212183288409,68.5843475862069,26.86639023928573,102.5,2.9687336119197303
426120,1710548483.0972784,19.108211320754716,66.49078649999998,26.63728736428572,0.0,2.969362714189686
426121,1710548483.0982795,22.35594663072776,69.52792441379312,29.628716332142872,0.0,2.969991816459641
426122,1710548483.0992804,23.226506738544476,72.9420718189655,33.6543811357143,0.0,2.9706209187295967
426123,1710548483.1002815,50.79531428571429,74.65862341379312,31.830285864285734,0.0,2.971250020999552
426124,1710548483.1012824,54.74014016172506,72.5166197672414,26.456186996428578,0.0,2.9718791232695074
426125,1710548483.1022835,26.24937412398922,72.66194744827585,21.49010943928573,0.0,2.972508225539463
426126,1710548483.1032844,20.489542857142855,74.28793251724137,18.67787116666668,0.0,2.973137327809418
426127,1710548483.1042855,25.799638274932608,79.13429475000001,18.85930213030305,0.0,2.973766430079374
426128,1710548483.1052864,47.54115417789757,82.39632877777778,18.811167384848495,0.0,2.9743955323493294
426129,1710548483.1062875,47.83990727762804,80.98564303448275,18.690830521212128,0.0,2.9750246346192846
426130,1710548483.1072884,35.096320754716984,77.88321297413793,17.720730266666678,0.0,2.97565373688924
426131,1710548483.1082895,22.7896204851752,76.18561716379313,18.953720284848487,0.0,2.9762828391591953
426132,1710548483.1092904,27.19060700808626,77.27873406896553,18.813018721212135,0.0,2.976911941429151
426133,1710548483.1102915,31.55625714285715,74.55541969827586,20.434789375757575,0.0,2.9775410436991065
426134,1710548483.1112924,23.024125606469,71.39822848275863,19.16847530303032,0.0,2.9781701459690617
426135,1710548483.1122935,24.293023180592993,68.37583395689656,19.268447466666675,102.5,2.9787992482390173
426136,1710548483.1132944,12.243314824797844,68.76548063793103,20.578061803571448,102.5,2.979428350508973
426137,1710548483.1142955,34.32855741239893,68.24314346551725,24.789190839285723,0.0,2.980057452778928
426138,1710548483.1152964,53.378083018867926,64.42039359482759,25.332491942857143,102.5,2.9806865550488837
426139,1710548483.1162975,33.14960700808626,58.16005440350877,24.75209799285716,0.0,2.981315657318839
426140,1710548483.1172984,19.384477628032343,52.60501187719296,23.07855603928573,0.0,2.9819447595887945
426141,1710548483.1182995,22.72216010781671,54.866034201754395,23.76368273214288,102.5,2.98257386185875
426142,1710548483.1193004,36.88883935309974,58.11290512280702,26.87293603571429,0.0,2.9832029641287052
426143,1710548483.1203015,48.37637789757412,60.024594140350885,26.10053205714287,102.5,2.983832066398661
426144,1710548483.1213024,41.46008301886791,56.91059846491228,23.294567321428573,0.0,2.9844611686686164
426145,1710548483.1223035,20.92964150943396,54.9303286754386,18.7556272939394,102.5,2.9850902709385716
426146,1710548483.1233044,26.72802156334232,54.48669680701754,18.066930166666673,0.0,2.985719373208527
426147,1710548483.1243055,35.34688787061995,57.81715054385964,18.405724721212128,102.5,2.986348475478483
426148,1710548483.1253064,33.64752884097035,60.45322396491228,20.364438593939408,0.0,2.986977577748438
426149,1710548483.1263075,33.68607762803234,61.26119118421054,18.83523475757577,0.0,2.9876066800183936
426150,1710548483.1273084,16.197777897574124,59.95815651754386,17.24493682121212,0.0,2.9882357822883487
426151,1710548483.1283095,27.415474932614558,62.137274663793086,14.921509684848488,0.0,2.9888648845583043
426152,1710548483.1293104,44.62750835579515,64.0539150948276,13.457102621212124,0.0,2.98949398682826
426153,1710548483.1303115,33.86597196765499,65.34922703448277,12.359260157575768,0.0,2.990123089098215
426154,1710548483.1313124,25.995594609164424,63.251453551724126,12.216707257575756,0.0,2.9907521913681707
426155,1710548483.1323135,19.769965498652294,62.2552217672414,12.366665503030317,0.0,2.9913812936381263
426156,1710548483.1333144,30.907352560646896,62.33315110344829,12.412948912121228,0.0,2.9920103959080815
426157,1710548483.1343155,44.89092506738544,62.895506043103445,12.490705039393948,0.0,2.992639498178037
426158,1710548483.1353164,40.77905444743935,63.9759857586207,10.63196333030304,0.0,2.9932686004479923
426159,1710548483.1363175,28.62654932614555,61.98773458620689,9.421189348484864,0.0,2.993897702717948
426160,1710548483.1373184,28.7775320754717,60.86256544736844,6.951506639393946,0.0,2.9945268049879035
426161,1710548483.1383195,30.023942857142856,58.61868831578949,8.414062366666675,0.0,2.9951559072578586
426162,1710548483.1393204,35.08025876010782,60.39107264035087,10.713422130303032,102.5,2.9957850095278142
426163,1710548483.1403215,37.92001940700809,59.51881094736844,14.641957893939404,0.0,2.99641411179777
426164,1710548483.1413224,24.0585180592992,57.21492564035087,13.54226409393941,0.0,2.997043214067725
426165,1710548483.1423235,28.559088948787064,51.88491377192981,13.625574230303043,102.5,2.9976723163376806
426166,1710548483.1433244,37.4317347708895,51.26554367543858,13.24975294848486,0.0,2.998301418607636
426167,1710548483.1443255,39.29171374663073,52.74645971929824,15.369533084848491,0.0,2.9989305208775914
426168,1710548483.1453264,34.27394663072776,56.54197681578946,17.157924012121217,102.5,2.999559623147547
426169,1710548483.1463275,25.019025336927225,55.62256584210527,18.17986168484849,0.0,3.000188725417502
426170,1710548483.1473284,23.939659299191376,53.370116114035085,17.463394512121226,102.5,3.0008178276874578
426171,1710548483.1483295,33.15281940700809,51.90848841228069,16.5099562848485,0.0,3.0014469299574134
426172,1710548483.1493304,37.99069218328842,51.31483610526316,17.420813775757594,102.5,3.0020760322273685
426173,1710548483.1503315,29.59990619946092,52.31997304385964,17.41711110303032,0.0,3.002705134497324
426174,1710548483.1513324,27.53433369272237,53.47941671929824,18.651952457575767,102.5,3.0033342367672797
426175,1710548483.1523335,28.09971590296496,55.7875883245614,16.334079330303048,0.0,3.003963339037235
426176,1710548483.1533344,31.164344474393527,55.28394828070174,16.802467430303032,0.0,3.0045924413071905
426177,1710548483.1543355,34.33819460916443,58.995882561403505,15.328803684848493,0.0,3.0052215435771457
426178,1710548483.1553364,24.717059838274928,59.90457778947369,14.749335403030312,0.0,3.0058506458471013
426179,1710548483.1563375,16.943054447439355,61.246189140350886,12.307422739393942,0.0,3.006479748117057
426180,1710548483.1573384,29.26902911051213,58.92730178947369,10.394992275757588,0.0,3.007108850387012
426181,1710548483.1583395,36.79567978436657,60.433935622807006,10.72453014848486,0.0,3.0077379526569676
426182,1710548483.1593404,36.94987493261456,63.19458619827586,12.257436657575772,0.0,3.0083670549269232
426183,1710548483.1603415,31.95459460916442,65.78942247413794,12.148207812121228,0.0,3.0089961571968784
426184,1710548483.1613424,22.751071698113208,65.8526084224138,10.520883148484856,0.0,3.009625259466834
426185,1710548483.1623435,34.2096986522911,65.02908489655175,9.154596912121226,0.0,3.010254361736789
426186,1710548483.1633444,42.96027331536388,63.86646344827588,7.419894739393949,0.0,3.010883464006745
426187,1710548483.1643455,33.60255525606469,64.08550806896552,9.926604175757587,0.0,3.0115125662767004
426188,1710548483.1653464,30.60859946091644,65.67147537068966,12.475894348484863,0.0,3.0121416685466555
426189,1710548483.1663475,30.98766253369272,64.78476589655172,14.647511903030315,102.5,3.012770770816611
426190,1710548483.1673484,32.29510889487871,62.52902754310345,14.227258548484864,102.5,3.0133998730865668
426191,1710548483.1683495,36.33630673854447,60.052455078947375,14.603079830303043,0.0,3.014028975356522
426192,1710548483.1693504,27.56003288409704,60.481084903508766,13.777383812121222,102.5,3.0146580776264775
426193,1710548483.1703515,23.255418328840967,60.96115030701756,15.906420630303042,0.0,3.015287179896433
426194,1710548483.1713524,31.33138921832884,62.07619491379309,17.513380593939395,0.0,3.0159162821663883
426195,1710548483.1723535,33.107845822102426,60.47894175438596,18.52976425757576,102.5,3.016545384436344
426196,1710548483.1733544,37.54738113207547,60.00959209649123,19.70906552121213,0.0,3.017174486706299
426197,1710548483.1743555,32.205161725067384,58.76442245614035,20.37924928484849,102.5,3.0178035889762547
426198,1710548483.1753564,24.071367654986524,59.941011324561416,21.25446076785716,0.0,3.0184326912462103
426199,1710548483.1763575,32.25013530997305,59.44165757894736,20.85298525357144,102.5,3.0190617935161654
426200,1710548483.1773586,36.236722371967645,59.180193385964905,19.642417412121212,0.0,3.019690895786121
426201,1710548483.1783595,34.2386102425876,59.04088869298245,18.133578275757575,102.5,3.0203199980560766
426202,1710548483.1793606,36.00864204851752,60.79612782456138,19.135151248484856,0.0,3.020949100326032
426203,1710548483.1803615,29.811924528301887,63.40731222413792,19.162921293939405,0.0,3.0215782025959874
426204,1710548483.1813626,28.038680323450137,62.80493951724139,19.320284884848498,0.0,3.0222073048659426
426205,1710548483.1823635,31.81646145552561,61.15403372807018,18.927801575757577,0.0,3.022836407135898
426206,1710548483.1833646,26.20440053908356,58.66369444736842,17.726284275757592,0.0,3.023465509405854
426207,1710548483.1843655,26.35217088948787,60.101747508771936,18.044714130303035,0.0,3.024094611675809
426208,1710548483.1853666,25.924921832884092,61.93929202586206,19.27215013939395,0.0,3.0247237139457646
426209,1710548483.1863675,22.85708086253369,64.79950928448275,19.64426874848485,0.0,3.02535281621572
426210,1710548483.1873686,29.644879784366573,64.85005804310343,19.02777373939395,0.0,3.0259819184856753
426211,1710548483.1883695,31.793974663072778,64.47094235344828,18.302049884848497,0.0,3.026611020755631
426212,1710548483.1893706,23.18795795148248,64.11288864655174,17.185694057575766,0.0,3.0272401230255865
426213,1710548483.1903715,22.35594663072776,65.52614768965518,18.046565466666674,0.0,3.0278692252955417
426214,1710548483.1913726,29.953270080862527,66.73299930172415,17.7373922939394,0.0,3.0284983275654973
426215,1710548483.1923735,34.68513369272237,67.07209722413793,18.524210248484863,102.5,3.0291274298354525
426216,1710548483.1933746,37.77546145552561,66.5286980689655,17.431921793939402,0.0,3.029756532105408
426217,1710548483.1943755,32.16340053908356,66.3623084051724,18.122470257575767,102.5,3.0303856343753637
426218,1710548483.1953766,28.02904312668464,67.77556744827585,17.620758103030305,0.0,3.031014736645319
426219,1710548483.1963775,32.81872991913747,67.34590299999999,18.36314398484849,102.5,3.0316438389152744
426220,1710548483.1973786,31.92568301886792,66.65506996551726,16.93761498484849,0.0,3.03227294118523
426221,1710548483.1983795,28.025830727762806,64.88165101724141,16.717305957575764,102.5,3.032902043455185
426222,1710548483.1993806,26.17227654986523,64.85005804310343,18.77228932121212,102.5,3.033531145725141
426223,1710548483.2003815,24.087429649595688,63.11244446551724,21.210822125000007,0.0,3.034160247995096
426224,1710548483.2013826,27.765626415094346,62.71858538793104,23.100375360714295,102.5,3.0347893502650516
426225,1710548483.2023835,32.385056064690026,59.89386204385966,23.028371600000018,0.0,3.035418452535007
426226,1710548483.2033846,22.400920215633423,59.516667798245635,23.36220721785716,102.5,3.0360475548049624
426227,1710548483.2043855,18.777334231805927,58.181485894736845,23.000006482142872,0.0,3.036676657074918
426228,1710548483.2053866,29.07949757412399,59.623825254385984,26.85329864642858,102.5,3.0373057593448736
426229,1710548483.2063875,30.06570404312668,60.397502087719296,28.614117885714304,0.0,3.0379348616148287
426230,1710548483.2073886,32.45572884097035,59.156618745614026,31.35680658928573,0.0,3.0385639638847843
426231,1710548483.2083895,30.843104582210245,57.448528894736846,29.565440300000002,0.0,3.03919306615474
426232,1710548483.2093906,30.711396226415093,55.59041860526315,29.687628500000024,0.0,3.039822168424695
426233,1710548483.2103915,38.0774269541779,55.309666070175425,28.82794723571431,0.0,3.0404512706946507
426234,1710548483.2113926,33.62504204851752,56.16906886842105,29.011229535714303,0.0,3.041080372964606
426235,1710548483.2123935,29.89865929919137,56.19692980701755,28.101363832142862,0.0,3.0417094752345615
426236,1710548483.2133946,32.03811698113208,55.772586280701745,29.000319875000017,0.0,3.042338577504517
426237,1710548483.2143955,30.32269595687332,55.81330611403508,28.56829731071429,0.0,3.0429676797744722
426238,1710548483.2153966,32.56816280323451,54.76101989473685,28.009722682142872,0.0,3.043596782044428
426239,1710548483.2163975,36.031128840970354,54.71387061403509,26.515099164285726,0.0,3.0442258843143835
426240,1710548483.2173986,26.525640431266844,53.878042456140335,24.13679312857144,0.0,3.0448549865843386
426241,1710548483.2183995,27.617856064690027,54.178083333333326,22.273423078571447,0.0,3.0454840888542942
426242,1710548483.2194006,26.98180107816712,54.154508692982446,21.49883716785715,102.5,3.0461131911242494
426243,1710548483.2204015,23.62163180592992,56.02333472807016,20.918443217857146,0.0,3.046742293394205
426244,1710548483.2214026,30.39658113207547,57.46996038596491,20.327411866666672,102.5,3.0473713956641606
426245,1710548483.2224035,29.413587061994605,58.05932639473682,19.720173539393954,0.0,3.0480004979341158
426246,1710548483.2234046,30.184562803234495,55.425396122807015,17.033884475757585,102.5,3.0486296002040714
426247,1710548483.2244055,34.73010727762803,55.425396122807015,17.187545393939402,0.0,3.049258702474027
426248,1710548483.2254066,31.02942371967655,56.068340859649126,16.352592693939407,102.5,3.049887804743982
426249,1710548483.2264075,30.807768194070086,56.94488885087719,17.637420130303045,102.5,3.0505169070139377
426250,1710548483.2274086,34.251459838274926,56.89345327192982,16.674725221212128,0.0,3.051146009283893
426251,1710548483.2284095,31.57553153638814,55.669715122807006,15.565774739393943,102.5,3.0517751115538485
426252,1710548483.2294106,32.48142803234501,53.370116114035085,14.456824257575763,0.0,3.052404213823804
426253,1710548483.2304115,37.36427439353099,51.71774814035087,15.065913921212134,102.5,3.0530333160937593
426254,1710548483.2314126,35.497870619946085,50.21540060526316,16.35074135757577,0.0,3.053662418363715
426255,1710548483.2324135,35.82874770889487,48.132259657894735,16.843196830303047,102.5,3.0542915206336705
426256,1710548483.2334146,30.052854447439355,45.98911053508772,17.955849984848488,0.0,3.0549206229036256
426257,1710548483.2344155,26.17227654986523,43.52020274561402,16.421092139393956,0.0,3.0555497251735813
426258,1710548483.2354167,26.702322371967657,42.08643598245613,17.128302630303043,0.0,3.056178827443537
426259,1710548483.2364175,29.204781132075468,41.76496361403509,16.506253612121228,0.0,3.056807929713492
426260,1710548483.2374187,30.53792668463612,40.320203227272714,16.700643930303038,0.0,3.0574370319834476
426261,1710548483.2384195,33.38411212938006,38.938690336363635,15.147372721212127,0.0,3.058066134253403
426262,1710548483.2394207,36.02791644204852,37.55273528181819,15.354722393939406,0.0,3.0586952365233584
426263,1710548483.2404215,31.1707692722372,37.965856499999994,15.506531975757584,0.0,3.059324338793314
426264,1710548483.2414227,32.87655309973046,39.25186287272727,15.812002475757582,0.0,3.059953441063269
426265,1710548483.2424235,32.35935687331536,38.58553832727272,14.575309784848494,0.0,3.0605825433332248
426266,1710548483.2434247,35.716313746630725,37.788169954545445,13.353427784848492,0.0,3.0612116456031804
426267,1710548483.2444255,40.13336226415095,37.17293029090908,12.161167166666676,0.0,3.0618407478731355
426268,1710548483.2454267,38.231622102425874,38.4300626,12.15931583030304,0.0,3.062469850143091
426269,1710548483.2464275,32.8412167115903,39.16079851818181,12.888742357575763,102.5,3.0630989524130463
426270,1710548483.2474287,32.46215363881401,38.64106537272726,14.180975139393952,0.0,3.063728054683002
