,# Time,Regen In ,Regen Out ,T2,T3,T4,T5,T6,T7,T8,T9,T10,cDAQ1Mod3/ai11,cDAQ1Mod3/ai12,cDAQ1Mod3/ai13,cDAQ1Mod3/ai14,cDAQ1Mod3/ai15,Time (s)
0,1710552312.0487208,19.77131872315423,19.91474554234397,19.66078262165123,19.751853985132005,19.8841616223902,19.47050696088335,19.72497358919709,19.430872078367194,19.593575407390247,19.589403801390365,19.10424060347968,2293.708200782141,2293.708200782141,2293.708200782141,2293.708200782141,2293.708200782141,0.0
1,1710552313.0487208,19.77131872315423,19.91474554234397,19.66078262165123,19.751853985132005,19.8841616223902,19.47050696088335,19.72497358919709,19.430872078367194,19.593575407390247,19.589403801390365,19.10424060347968,2293.708200782141,2293.708200782141,2293.708200782141,2293.708200782141,2293.708200782141,0.5000079137469651
2,1710552313.0488684,19.76992839521008,19.91567231556456,19.655916018495052,19.759732607656446,19.87721062224342,19.461003978848737,19.70921583563223,19.42785884702124,19.593111896326256,19.594270673651632,19.110500511633617,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,1.0000158274939301
3,1710552314.0488684,19.76992839521008,19.91567231556456,19.655916018495052,19.759732607656446,19.87721062224342,19.461003978848737,19.70921583563223,19.42785884702124,19.593111896326256,19.594270673651632,19.110500511633617,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,2293.71044150893,1.5000237412408952
4,1710552314.0492432,19.760196054427297,19.902002337581884,19.657306478550655,19.746060847295826,19.867247451499516,19.45961329228232,19.71593607937431,19.41650121525497,19.587549749639983,19.58569569503483,19.10539984815162,2293.706408201928,2293.706408201928,2293.706408201928,2293.706408201928,2293.706408201928,2.0000316549878603
5,1710552315.0492432,19.760196054427297,19.902002337581884,19.657306478550655,19.746060847295826,19.867247451499516,19.45961329228232,19.71593607937431,19.41650121525497,19.587549749639983,19.58569569503483,19.10539984815162,2293.706408201928,2293.706408201928,2293.706408201928,2293.706408201928,2293.706408201928,2.5000395687348256
6,1710552315.0531938,19.763671899495638,19.909648276765832,19.645255771295226,19.748841556951135,19.86632064069495,19.449414875233327,19.722656285476624,19.41070646409625,19.588476775872028,19.58337812276408,19.106790940305277,2293.701926756088,2293.701926756088,2293.701926756088,2293.701926756088,2293.701926756088,3.0000474824817904
7,1710552316.0531938,19.763671899495638,19.909648276765832,19.645255771295226,19.748841556951135,19.86632064069495,19.449414875233327,19.722656285476624,19.41070646409625,19.588476775872028,19.58337812276408,19.106790940305277,2293.701926756088,2293.701926756088,2293.701926756088,2293.701926756088,2293.701926756088,3.5000553962287553
8,1710552316.0493925,19.77178216544372,19.911270136356723,19.658465194034758,19.746524299352966,19.862149983178742,19.444547418581692,19.719643783947863,19.416269425741422,19.587781506264903,19.590794338329623,19.112123445545688,2293.7068563468815,2293.7068563468815,2293.7068563468815,2293.7068563468815,2293.7068563468815,4.000063309975721
9,1710552317.0493925,19.77178216544372,19.911270136356723,19.658465194034758,19.746524299352966,19.862149983178742,19.444547418581692,19.719643783947863,19.416269425741422,19.587781506264903,19.590794338329623,19.112123445545688,2293.7068563468815,2293.7068563468815,2293.7068563468815,2293.7068563468815,2293.7068563468815,4.500071223722686
10,1710552317.048542,19.760891224247526,19.912891993743596,19.657074735319775,19.73123028688076,19.86562553211977,19.445706338609607,19.708752369159296,19.412097206905027,19.59334365188056,19.57503482566183,19.11467376590577,2293.704167478168,2293.704167478168,2293.704167478168,2293.704167478168,2293.704167478168,5.000079137469651
